"TCGA-E9-A1N6" "TCGA-E9-A1N8" "TCGA-E9-A1N9" "TCGA-E9-A1NA" "TCGA-E9-A1ND" "TCGA-E9-A1NE" "TCGA-E9-A1NF" "TCGA-E9-A1NG" "TCGA-E9-A1NH" "TCGA-E9-A1NI" "TCGA-E9-A1QZ" "TCGA-E9-A1R0" "TCGA-E9-A1R2" "TCGA-E9-A1R3" "TCGA-E9-A1R4" "TCGA-E9-A1R5" "TCGA-E9-A1R6" "TCGA-E9-A1R7" "TCGA-E9-A1RB" "TCGA-E9-A1RC"
"51422" 1571 1272 3516 2009 2972 2100 1693 1517 1735 1169 2795 2738 3127 1441 1856 3039 1436 1856 2488 1407
"53632" 27 20 95 4 8 2 0 0 0 2 2 0 2 0 2 0 0 3 2 0
"5573" 28531 14311 35611 61684 19366 59852 19126 30039 26562 26114 39190 41341 44594 34107 41154 81861 25294 72674 18243 26491
"5575" 1171 2051 1570 692 2489 1140 475 546 703 528 535 808 3075 636 3478 819 1120 2882 1213 696
"5576" 972 1081 2889 1614 1761 2910 765 2200 1793 1270 1725 1735 1343 2550 3346 4058 2689 3732 5533 4832
"5577" 980 3561 4627 1659 3760 3154 2128 3208 10204 1742 14779 11606 4647 2458 3538 36125 4542 1393 10334 6931
"5578" 1260 2632 525 693 724 1282 622 1702 812 330 1059 552 773 1110 995 964 399 1892 580 507
"5579" 99 107 721 244 1289 4513 246 438 414 105 3127 832 640 441 1599 293 95 210 252 46
"112464" 652 1583 592 1824 1042 541 2250 1998 1543 1248 479 1110 769 770 975 1571 655 426 550 416
"5580" 4625 1683 5133 6337 10307 6024 5378 7913 9679 13957 8529 9394 4726 8858 11345 19914 12971 8953 8172 26450
"5581" 286 523 1002 1530 585 1627 601 775 1131 402 711 2427 1009 1756 1690 1427 877 3175 974 668
"5582" 33 43 47 26 41 69 40 34 54 56 52 49 64 32 73 80 41 63 78 75
"5583" 877 282 3696 1515 4773 7841 2778 3515 2480 2275 4596 4399 1945 2660 5394 1818 1129 6398 859 5156
"5584" 3461 7325 6575 4169 3427 7515 3256 4993 6752 3367 4118 4531 4956 4309 5215 7928 2528 10939 7417 5933
"5588" 36 228 236 61 492 990 106 82 83 44 570 185 181 121 337 40 15 49 40 17
"5589" 15022 42116 56386 29122 16028 14635 31670 15074 22216 21202 9172 19682 23844 12654 18741 19912 24764 31654 20211 12582
"5590" 1227 2283 2992 2704 2121 1326 1193 1461 2269 1971 961 3001 4793 1122 3031 1111 1491 3855 1947 1280
"5587" 465 162 918 526 534 602 1439 2037 1335 676 549 455 419 752 445 1097 420 348 441 299
"25865" 2865 2731 4698 2161 7611 5520 2912 4964 5307 3355 3469 5309 8131 3387 7304 6168 4756 2586 2395 3413
"23683" 2220 6355 7680 2833 5857 7066 3397 5928 4780 2211 3877 2197 2026 5197 3803 2836 1894 2111 6527 6503
"5591" 19966 23599 22593 22862 21911 36676 13094 22557 15611 9774 20082 22416 30827 20652 45865 22958 32174 102467 86397 64461
"5592" 753 121 693 875 207 620 1280 2743 1507 603 310 295 207 983 506 1022 342 1075 399 351
"5593" 68 20 88 803 8 122 680 947 242 79 70 32 281 194 163 403 98 557 80 155
"8575" 2788 3012 8516 3679 6884 4025 5445 5055 5393 2993 4342 3920 4407 4425 4680 5692 3463 5740 4835 5188
"79706" 1161 2071 5137 2816 3994 2088 2041 2153 3545 2328 1975 1852 3419 1094 1767 3206 1770 2166 1645 2673
"5612" 3407 8659 7055 8184 5639 12806 4410 6251 4820 4571 5189 5976 6928 5377 5340 7716 3740 5614 9056 5346
"5613" 1485 5566 9423 3912 5338 4911 1381 1496 1823 1070 2133 2076 3253 4337 3325 2317 2456 2219 2406 1252
"5616" 37 168 331 131 105 177 95 35 65 56 95 113 178 122 166 97 78 124 112 86
"5618" 15828 28329 43907 25840 4887 26254 3637 17320 31968 15719 20996 41392 18804 14858 48935 62932 18929 86493 50589 50741
"3276" 4553 9772 11652 8725 12661 6714 7884 7852 7569 7190 4253 6243 12243 4129 9106 7654 8385 4759 8162 4977
"3275" 4090 4076 15331 6483 6638 8420 8239 4765 7047 6137 5927 5478 10416 6005 7534 8620 6312 9666 8016 8216
"10196" 981 1598 1534 1115 1533 1784 806 1355 1090 1400 1742 1383 1390 2167 2195 5343 1412 3973 2521 1936
"10419" 2725 3699 4744 12054 7508 5962 3097 5903 6102 8070 4711 6984 9846 5852 9486 10766 4673 11976 6000 9639
"55170" 1268 2811 1304 2959 1219 2551 939 2372 2680 572 1154 909 1645 1257 2275 1557 2111 2265 2241 2138
"54496" 1974 1551 3085 5946 1472 2092 2288 1431 2464 2369 1523 2209 3635 2019 2260 2271 2149 1721 1943 3402
"56341" 3 3 85 4 0 1 16 0 4 14 0 9 7 10 0 0 2 0 0 9
"23627" 598 75 432 181 48 144 1061 2433 1063 854 455 589 462 99 307 450 386 212 206 200
"5621" 6229 16488 5926 4878 17232 13888 9340 12765 6510 5208 8550 6060 6915 8257 4753 7411 3259 5383 12045 13518
"28997" 3 5 9 1 2 14 0 4 1 4 2 2 11 4 3 1 2 8 3 5
"29053" 3 6 15 6 10 23 4 11 18 14 20 30 19 11 20 13 6 18 24 36
"147011" 64 42 83 97 57 68 80 53 74 99 92 113 102 69 328 460 66 99 106 182
"10544" 405 126 812 1324 1516 702 1077 1440 1183 744 1002 3001 1369 1082 964 1413 1740 3126 472 407
"5624" 12 30 48 222 16 26 52 26 168 41 21 49 38 72 192 71 40 16 22 28
"5625" 183 87 797 831 71 215 846 554 2391 1313 115 1095 53 811 502 7059 115 167 36 144
"84432" 4 0 9 0 4 2 6 2 0 0 58 452 5 0 4 81 0 0 0 6
"60675" 0 6 0 0 11 5 2 0 2 0 0 4 8 1 2 0 0 1 4 2
"10887" 10 1 6 4 4 4 4 1 2 3 25 8 2 0 39 1 0 3 1 9
"58503" 0 2 606 4 0 8 0 0 47 0 284 0 267 12 44 0 0 0 0 0
"8842" 82 6707 8840 10 985 3145 46 243 2302 365 3007 501 432 2896 473 4866 20 179 44680 2514
"150696" 12045 3089 6323 18330 6683 8377 7559 5982 12206 9379 5920 7878 14429 19192 30089 42133 9428 18441 14951 12517
"5627" 989 1490 2554 1134 982 4932 2169 4473 2846 1121 3922 2602 1561 2730 2730 1770 681 2530 1030 787
"11212" 5254 1430 1995 3682 3805 5357 3333 7292 5422 3155 5321 5242 28713 7576 3928 4678 6173 5998 13780 7171
"5629" 12 25 68 19 21 207 12 50 50 13 32 11 16 42 18 19 14 28 112 32
"283571" 15 15 52 9 205 44 42 26 48 53 45 32 24 50 42 48 26 28 9 71
"8858" 1 18 3 4 2 6 18 0 11 5 2 7 10 3 43 6 6 15 3 3
"8559" 1268 1656 2431 1776 1357 2972 1337 2335 2472 1897 2139 1748 2166 1742 1695 3449 1612 3281 2574 2212
"27339" 9259 15805 15176 11680 12010 11701 11723 12978 13677 17560 13633 14842 14854 14084 23450 30495 15590 14359 22091 12222
"26121" 2335 4323 9305 5518 5562 3425 4829 4487 4473 4645 2561 3919 5377 2580 4426 5668 4453 2665 3503 3388
"84950" 2476 6000 4945 3230 5154 4658 3159 3977 3856 3508 3892 4029 4596 3932 3354 3966 2872 9740 6276 3112
"55119" 2605 5804 5725 4748 4589 8511 3579 5887 5748 3260 5179 4585 3465 6952 5255 4851 3291 5000 6928 5266
"55015" 2014 1856 2717 2542 1880 3519 2276 2348 3127 2850 2546 2725 3715 2723 3044 3977 1579 4632 3217 3039
"9129" 3630 6804 5526 4914 6389 4211 4477 3328 6385 5544 4227 3535 6709 9403 3829 12051 3009 5787 10145 10010
"55660" 7984 12787 21042 11966 14012 20280 7930 14273 11329 7255 12659 10871 16083 15983 17174 22309 7268 27135 13125 14729
"25766" 708 1313 1779 1326 986 1462 1413 1612 2238 2187 1131 942 3641 1970 1592 3494 2024 2515 1172 2908
"8899" 4858 12499 12583 8454 5264 18287 4217 8444 9325 6407 8969 8062 10715 12003 9849 14570 6492 15806 9289 13803
"9128" 3148 3787 14083 2724 5005 4266 3194 3841 5172 2659 3837 4042 5459 4450 7979 6128 2798 4550 7523 5922
"24148" 8029 14132 12350 8795 11567 12883 10922 9102 13909 23658 11939 15860 18928 13877 20395 27373 27296 13838 8929 18642
"10594" 15473 27501 33193 18848 27751 28651 19358 29939 26606 33573 23225 21237 23209 37254 40476 51978 29874 33091 31265 44462
"5961" 52 29 41 50 46 80 162 259 88 256 56 38 45 172 50 146 23 37 247 40
"5630" 1 20 30 354 30 25 30 15 35 41 16 49 46 41 148 46 160 0 9 94
"5631" 3182 2777 1931 3484 3930 3924 4084 3569 7008 3328 3569 4266 3290 5209 2928 6856 3642 4518 9673 5447
"5634" 4047 4264 11225 4279 5846 5154 2966 4289 6586 4231 3019 5809 4809 7361 3100 9374 6441 10265 8317 10277
"5635" 1628 2432 4108 5496 3130 5444 2729 3526 2895 4637 5507 3604 5639 3346 4021 5662 4689 6382 3867 3386
"5636" 920 1550 2606 1649 1620 2112 2192 1995 2143 2533 1696 1360 3813 2764 1672 3366 1386 1908 2438 2259
"55771" 256 1234 1097 1387 867 908 346 278 156 536 301 286 485 88 725 431 285 1538 1467 536
"57479" 2545 4587 7073 4646 4457 5644 4321 4238 6476 4289 1776 5600 7366 2393 6326 7105 5134 4327 2695 2949
"54458" 7350 4736 5066 11039 8720 11827 11276 10530 10613 16052 13756 10482 10759 14512 19443 17599 17898 15137 21697 15763
"78994" 2376 1897 3229 2131 2342 2606 2259 2817 5469 4408 3063 3574 3656 3743 7341 5380 5409 3783 7633 3727
"79170" 1770 186 3679 4473 2111 2731 2281 3703 3833 7263 5684 3829 4328 3988 6459 12606 2520 6587 3072 6194
"222171" 648 263 2478 282 557 1294 1279 1895 2803 2965 623 3419 2242 6077 4149 3365 5077 1034 1220 1509
"51334" 94 152 192 157 136 176 461 584 304 116 116 110 114 266 128 119 73 109 285 76
"285800" 31 81 0 0 17 0 2 2 7 29 7 2 2 0 46 1 2 2 7 15
"284338" 315 488 635 989 620 495 319 409 663 655 335 578 568 276 763 787 523 583 712 512
"163154" 40 100 115 104 76 85 245 22 240 269 57 87 204 81 141 99 295 126 100 101
"729627" 19 23 27 18 22 35 20 12 27 27 33 29 54 24 37 39 35 35 41 44
"389152" 28 42 62 30 45 78 41 37 74 49 58 39 90 48 74 66 68 58 64 78
"80742" 451 1250 1195 613 787 866 731 1187 1058 693 936 855 1594 934 1065 1482 710 587 656 1102
"11272" 70 4423 330 99 175 250 183 85 182 249 182 126 145 122 108 159 145 133 158 149
"79899" 743 187 842 1246 479 1474 1397 2293 1555 899 834 944 623 1268 983 1458 508 457 579 642
"55615" 705 703 961 1004 1080 937 1003 734 1167 945 718 1966 1334 517 650 817 573 1249 567 370
"80758" 143 97 407 151 166 74 156 109 207 207 10 86 485 55 497 140 147 293 198 293
"133619" 9021 5382 12128 12152 8301 8625 10003 11435 12592 9441 8366 9126 6909 14481 12319 18492 10315 29009 8532 21167
"5638" 1079 358 550 551 1852 1745 942 1032 704 477 873 958 815 745 3208 992 610 6092 1091 853
"5639" 387 612 559 367 1575 681 597 988 1079 1095 702 1220 1059 475 1741 1884 1561 231 683 1010
"79057" 2 10 41 0 2 10 17 21 5 15 14 15 3 0 20 16 4 6 2 5
"79056" 713 759 1451 531 1167 1954 471 738 790 1198 1329 1271 1205 866 2276 2707 2331 1790 3273 3998
"80863" 26 74 254 69 57 157 67 121 434 139 236 411 490 109 372 569 267 62 156 68
"112476" 39 419 152 688 111 401 182 278 462 1185 938 643 2150 424 1311 1312 1041 192 1073 1640
"285368" 101 626 692 432 238 353 326 1085 1037 1825 1210 1387 2551 405 2891 5169 5312 2193 1210 2666
"401399" 45 10 68 4 12 19 12 8 4 16 182 117 153 3 238 12 10 22 6 47
"5396" 14489 3322 8483 12793 5172 9348 28765 34880 19869 18646 6364 11114 7842 22343 5251 29890 4241 6389 6202 10268
"51450" 624 417 910 665 722 297 1462 1113 552 445 192 419 256 535 273 551 209 174 367 290
"8492" 70 1209 136 20 513 157 82 26 73 37 109 163 37 65 12 10 9 22 1062 24
"10279" 25 809 232 1059 3602 258 913 833 2096 1067 695 374 84 499 830 2846 415 439 379 3152
"5644" 22 28 4 0 2 8 0 1 2 0 0 2 1440 4 2 0 4 67 0 5
"10942" 0 0 498 371 23 45 12 21 16 621 235 0 156 121 20 2 3 6 2 2
"64063" 110 394 119 1944 3732 809 707 1092 1650 1749 247 841 1216 1407 3378 1268 1205 1478 870 1326
"11098" 13041 9420 16033 27128 9721 6563 52929 72232 27350 14038 9047 93106 57961 15455 8119 35229 17074 3920 10204 3616
"83886" 86 152 173 341 3808 167 447 260 882 710 148 182 285 350 751 592 112 887 642 759
"124221" 30 2 5 5 21 19 9 8 20 20 18 19 23 7 64 30 135 7 10 93
"260429" 0 11 0 0 2 2 0 2 0 0 0 0 0 15 3 2 0 0 39 0
"167681" 14 14 18 14 4 22 141 84 33 28 44 37 23 6 18 26 26 32 17 14
"146547" 104 149 92 317 262 116 277 228 178 268 211 237 89 253 781 221 164 132 280 173
"5646" 12 283 6 0 69 14 3 24 4 2 4 0 8 11 7 4 2 2 11 4
"377047" 0 0 8 1 0 4 11 0 0 23 27 0 38 50 44 42 1 0 68 34
"29122" 3 13 122 5 5 26 68 0 3 82 90 4 72 164 162 74 6 0 36 54
"339105" 807 1699 984 1510 791 896 1881 1908 2110 1801 1040 1770 1268 1934 2254 2076 1791 1429 3711 2472
"221191" 82 101 82 152 20 140 32 53 100 127 72 86 326 39 103 100 114 170 125 361
"203074" 6 11 16 7 6 7 6 8 11 13 11 10 17 9 11 15 12 12 11 19
"5652" 8279 14207 13572 8908 16026 10041 8527 14249 28784 25508 5887 13739 17460 18745 40330 13465 18971 27076 19390 26078
"56952" 222 1586 457 350 253 473 620 669 439 320 390 318 282 407 278 578 148 409 1830 1176
"283659" 398 231 332 2723 239 878 276 733 490 149 156 625 1303 282 229 546 543 281 38 267
"5657" 0 0 0 42 2 4 0 2 0 48 18 12 25 10 0 21 95 42 2 0
"158471" 165 245 256 575 437 391 545 931 557 324 532 1639 521 392 1007 512 299 669 3468 301
"58497" 2771 2487 8236 10549 4558 8607 2662 3695 7605 5476 8731 5239 7256 6990 4691 15186 3931 14432 8655 13378
"57716" 139 275 284 1138 420 646 220 362 615 506 686 894 839 146 1051 906 1028 1130 133 261
"5660" 125209 87663 125094 208535 133478 195141 131112 151500 149441 89820 117820 141009 151834 193386 262090 176554 119918 351839 129879 89721
"29968" 1712 6836 1432 2599 5000 420 372 385 106 192 321 202 66 124 293 148 56 68 1677 513
"8000" 65 104 167 147 1725 251 443 502 54 2188 98 16 460 315 76 1167 56 1462 73 339
"84249" 13 10 36 48 10 197 59 17 17 16 22 33 182 20 28 23 25 592 38 26
"23362" 6582 1529 3361 9016 515 18679 11150 7057 11087 1572 775 5207 644 37030 3257 1644 1820 20617 6381 70607
"23550" 2070 2286 5237 7392 7826 7712 3183 3845 6933 3770 5131 7031 5178 4160 11821 10923 6331 13234 2329 7133
"5662" 106 51 138 175 108 155 262 75 177 248 52 132 181 163 134 175 196 200 87 323
"5663" 4752 4057 11715 9995 9794 7589 8657 11122 10823 12129 7614 11492 5313 12499 11695 12616 5534 10363 8271 13064
"5664" 1784 1667 2477 3838 1645 4985 2326 1458 4158 6739 4645 2398 6772 3791 3595 8076 2779 12364 2281 3289
"55851" 3270 3379 5947 4884 5996 5601 4001 4907 9604 12999 5216 7579 3542 3830 5378 6093 5595 3511 6494 6484
"5672" 32 1 2 0 702 31 2 11 0 9 0 62 14 1 399 33 2 7 6 28
"5673" 10 2 4 1 35 0 0 86 12 0 0 9 12 51 71 8 2 2 3 220
"5678" 4 0 4 0 11 8 1 51 1 20 0 15 21 39 153 6 23 0 0 41
"11168" 2838 9707 5918 2121 4969 8285 2718 5680 3397 3729 7273 3798 3968 4182 6014 11500 4099 3069 8841 11157
"5681" 2291 1850 3319 6511 3744 2925 1820 1494 2799 1901 2235 2693 5086 2227 4121 2894 3093 3586 2669 3592
"5682" 10134 9051 8843 8160 9842 16343 8294 11960 8905 11678 13464 8492 7385 12882 14103 15588 10992 17862 16156 10162
"5683" 6078 5877 9702 12315 14493 10926 13105 8271 10149 9256 13625 9595 10306 14731 13057 12347 6839 16231 14629 10917
"5684" 3738 2665 5993 8834 10574 8857 12770 6384 6701 11047 6891 5063 3908 7977 9293 7029 3850 9506 7162 7168
"5685" 9979 7746 11329 17784 10600 13467 11984 11002 10888 13955 9921 12085 12161 14452 9966 13301 7027 17910 14768 6417
"5686" 6089 7485 6267 12289 11997 9781 9432 8038 7306 6909 8455 7183 5319 8234 11461 7517 6559 7405 10604 5786
"5687" 9786 3650 6683 12975 13231 12508 11254 8542 9127 14343 12202 8223 10039 11757 16273 12798 6894 13477 8875 10866
"5688" 11251 10165 10525 13413 17249 16732 9637 9680 9548 19043 15972 8455 19066 10589 13105 16898 13580 19961 17503 10231
"143471" 0 1 3 2 6 16 0 0 0 0 13 2 0 2 2 2 0 0 2 0
"5699" 1898 1122 2085 4943 10303 3848 3974 2288 3705 3537 2191 2347 3124 2673 5942 2830 2275 1206 1623 2751
"5689" 8346 5424 10297 10216 15106 8817 18690 12150 13972 20761 11400 7998 15515 14899 9632 17949 10626 26027 9694 12389
"5690" 5547 7165 10481 8744 10849 8805 9856 7526 7112 11751 7707 6834 10389 6707 9375 5680 6180 7585 11959 5203
"5691" 16277 2539 6369 4687 9642 6010 9186 6644 7627 12525 10564 7141 11952 6432 7617 14172 9274 13578 6114 5474
"5692" 15079 15497 15161 57909 21525 18056 15768 11807 21986 20228 22182 13549 28213 18224 18908 33701 11160 26426 26397 21479
"5693" 4615 5760 7587 18176 10494 11398 6777 6857 8722 11556 7505 7887 15632 6773 10915 10182 6234 19428 7936 8668
"5694" 4011 2837 4901 7238 8954 4621 6055 6480 7174 11476 5350 4937 5854 6452 5872 10376 5332 5680 5045 4873
"5695" 7714 7772 11771 5329 12067 9426 11351 5839 8809 8555 8299 8097 11325 9467 12199 12443 5446 10922 8514 8173
"5696" 2698 1972 2758 5499 21873 8271 6221 4955 6919 8827 8739 5995 8372 8162 15134 7712 4039 3538 4160 5885
"5698" 974 1168 1274 2144 10937 5126 2307 1625 1603 2911 3541 1881 2372 2031 8983 1577 1054 695 1266 1443
"5700" 6461 4792 9871 15003 16523 9153 13926 11747 10803 14546 9929 9143 7702 13923 8786 12098 7031 10806 9858 15851
"5701" 6037 5595 7130 9960 17142 9147 8208 8635 8766 8567 11736 5579 8681 6458 7093 11669 7094 10722 10439 10174
"29893" 500 583 1054 611 733 998 636 733 567 1287 1692 794 1637 692 1189 1640 1385 2180 1383 802
"5702" 8557 6782 8695 10719 9720 7422 7653 8239 8601 12316 8257 7514 10202 7438 11839 10577 9821 13289 10908 7668
"5704" 5493 6441 6283 10739 11918 7226 5284 7153 9534 10295 5674 5986 9317 5327 9910 11300 8027 6681 7126 5339
"5705" 6895 6376 7633 43922 11908 13206 11827 10897 11662 19358 11946 10101 15745 11065 15200 27540 12907 23619 8398 8410
"5706" 4219 2368 6422 8428 7294 7983 8213 7540 7580 7487 6726 7143 4529 8976 9020 9622 4218 23400 6288 7576
"5716" 3759 4393 5193 4300 7138 5473 4156 4435 5928 5583 5062 5282 4628 6343 3397 5605 6511 7515 8046 6993
"5717" 4170 3613 10481 5784 8667 9203 7436 6015 5805 6518 9502 4101 12218 6492 7236 19258 6355 21821 6318 6548
"5718" 12922 4483 8434 7772 6609 10978 5196 4560 4110 6384 6511 3784 7362 5539 5652 13420 4691 12870 7738 5466
"5719" 8084 9533 5904 6139 10733 10343 8290 10234 10468 12715 12201 9181 6840 10221 12487 12525 10361 12257 12386 8447
"10213" 5969 5315 5916 7933 9172 9059 11206 5956 6557 5231 7430 4625 8089 8701 10512 8268 5865 11718 7851 5481
"5707" 9428 8471 9717 11876 11882 16098 6384 12303 11455 9366 15689 10645 13465 13560 17457 16857 11843 21896 15058 15334
"5708" 20303 15854 19697 33175 25734 24624 20315 18984 26121 19093 26875 18061 26025 21319 24921 30276 22909 35027 47067 24817
"5709" 34136 6375 12775 9201 11570 11988 11503 8352 9378 15862 16511 10984 24290 9274 13946 16274 21428 34437 8620 10900
"5710" 12742 7976 12858 23275 12170 13457 9842 9688 20138 17879 17003 11705 19861 18573 13569 32303 10080 21984 22061 21000
"5711" 4901 2895 8602 2430 2510 4357 4595 6832 7142 3181 3815 7155 3205 4975 8535 8442 1415 8025 5743 6748
"9861" 3891 2126 4199 3893 7958 4160 3855 6099 6759 6943 6145 5487 3875 7119 4760 7371 5175 4098 7023 7075
"5713" 6652 5094 8632 11136 14586 9871 6475 6154 4520 5377 7243 4306 10279 7425 6680 6039 5285 11375 7926 9840
"5714" 8961 8234 10957 14319 10256 10885 8461 12480 11771 15040 11864 13593 15709 9317 14839 16190 18295 7419 15772 10815
"5715" 2912 2553 2829 5607 3632 2930 3736 3238 3535 5481 3460 4770 2137 3329 3825 4493 4732 3074 5671 4050
"5720" 6934 3429 9224 20020 25673 23587 9141 15658 18418 33663 26389 19459 21298 15709 41807 22880 12492 16116 15701 18759
"5721" 5442 2739 6203 11726 32481 19299 7242 8530 10224 18188 15768 9236 14321 8157 30285 10243 5963 7567 9472 7576
"10197" 5525 5215 13046 6966 10609 12239 5671 10121 9548 10179 16019 10941 21195 11336 16679 24670 13918 32370 11659 10671
"23198" 9829 14907 13845 11662 13864 15520 8001 10276 11205 10115 9744 7544 11727 16619 14481 17834 7806 24465 21017 18918
"9491" 6684 8203 7491 10488 13860 9417 12463 9424 11517 15801 12548 11715 12543 10318 14844 20716 4006 22840 13161 13079
"8624" 1971 1006 5459 2182 2916 2439 3060 1803 1624 1770 1734 843 3542 1274 1490 2651 1794 2496 4716 786
"56984" 3000 3001 4626 3904 3666 4508 7062 5167 4451 5822 4653 4898 4075 5526 5457 6103 1272 6053 6693 4488
"84262" 1723 2773 1941 2895 3863 2358 1176 1833 2784 2780 1711 1583 2602 2666 3665 2987 1763 2495 3735 2401
"389362" 327 1159 663 432 750 733 616 363 800 814 618 671 937 598 835 925 515 608 726 598
"170679" 93 81 84 145 124 5 120 77 164 118 41 50 240 198 47 140 197 34 7 58
"170680" 6 55 15 16 202 7 11 1 23 13 5 3 62 11 43 18 41 10 7 11
"100130889" 0 1 0 0 17 7 0 2 5 17 0 0 2 3 4 2 0 0 0 0
"55269" 3219 2767 4175 3480 3490 5591 2840 4739 4232 3618 3535 4924 5190 4296 4161 6704 2682 7631 2863 5771
"5723" 1387 1843 2947 2455 3333 2297 940 845 1998 967 1564 1312 2153 1763 2826 1274 1229 3665 3060 1993
"5623" 5 2 4 11 6 9 12 4 7 9 2 7 13 3 15 14 49 28 14 5
"84722" 561 1223 945 732 1457 447 461 348 640 484 502 1321 535 340 1118 587 594 425 1981 487
"118672" 154 399 721 302 170 167 206 217 143 321 156 320 174 262 288 218 283 164 324 182
"9051" 194 224 314 284 1211 1051 309 495 268 181 433 329 354 315 804 182 130 77 185 82
"9050" 2063 1560 3125 430 4730 2958 1183 1590 1770 2537 2471 1943 1854 5537 3890 1651 1897 1170 5721 3540
"5724" 185 256 413 729 1306 1098 304 1064 428 283 639 705 805 1500 2904 986 611 290 728 322
"375743" 2087 5896 4838 2607 3521 8294 2002 4051 4318 1712 2807 3560 4027 4664 4569 7740 2098 7105 2862 4668
"5725" 19468 18066 32023 19898 20505 20290 18778 14691 25819 28321 12151 20907 25039 14957 24931 26517 17737 32064 22799 18440
"58155" 534 2410 1231 1253 2696 1969 1180 2206 1522 848 1280 1829 1210 1101 762 897 624 924 3031 1407
"26024" 1220 1691 1953 2023 3104 1695 1660 1488 1857 2470 1237 1794 2947 956 1865 2774 1883 2354 2235 2334
"79810" 425 408 692 614 501 863 589 1038 755 805 703 859 1061 1461 1562 2707 633 994 707 2015
"55037" 2573 5265 6214 4784 5066 5487 4235 5130 5656 4870 4145 4776 6658 5323 5709 6945 3687 8524 8715 5598
"5727" 122 2695 736 98 991 1133 277 390 645 183 503 492 370 407 326 367 308 318 186 1269
"8643" 37 194 163 51 46 308 152 53 191 69 173 154 279 52 138 56 63 115 114 71
"139411" 7 298 410 6 2062 214 12 27 50 6 101 41 7 14 28 157 9 11 19 131
"57540" 152 93 332 153 12 114 44 6 15 68 18 20 204 7 114 337 610 473 285 60
"374308" 46 176 18 1 4 16 13 0 551 2 21 50 0 0 2 4 0 0 1 2
"171558" 79 85 120 108 125 132 122 72 154 133 137 118 124 85 166 149 118 126 164 190
"9791" 6727 4951 20126 6772 7891 11303 5162 5958 5449 6770 6774 5657 13554 7092 13775 5853 8115 19621 23091 10395
"81490" 1394 2146 1235 1105 1508 2082 1066 1403 1679 2146 1453 2736 1837 1649 3113 2768 2574 3133 2988 1773
"11191" 387 795 1345 1500 312 1147 1024 1883 1011 735 837 1037 507 1400 817 1825 471 1207 1454 1009
"5728" 3625 6639 13670 12522 3250 11284 10038 19486 10328 7721 9789 14695 7206 14215 9513 17759 5628 11563 12210 9784
"9317" 2121 1201 2163 2485 1226 3179 1624 2809 2569 1837 1758 2369 2740 3179 2088 2688 1747 7974 3440 3412
"5729" 37 8 73 25 99 172 67 87 92 19 157 121 53 85 137 55 10 13 32 22
"5730" 270 115 807 357 291 3838 2135 243 368 809 3198 3808 715 341 661 500 504 325 106 1174
"5731" 0 8 16 4 5 6 7 0 2 2 0 0 20 10 56 7 11 4 4 0
"5732" 99 31 371 114 499 335 677 985 507 69 243 499 117 160 1114 2087 165 10121 211 40
"5733" 1145 80 802 1716 410 5262 1886 1646 1032 1957 3544 8296 10261 1108 1616 1975 3738 4284 2631 1434
"5734" 385 522 595 847 1093 2371 516 954 528 280 1190 1015 555 524 1659 407 284 370 516 229
"80142" 2355 2855 3202 1971 4036 2280 2622 1912 2593 1664 1281 2262 4228 1421 5702 3074 2224 2210 4963 1303
