"TCGA-A1-A0SB" "TCGA-A1-A0SD" "TCGA-A1-A0SE" "TCGA-A1-A0SF" "TCGA-A1-A0SG" "TCGA-A1-A0SH"
"53904" 164 34 32 10 53 259
"140469" 166 117 181 86 110 148
"4644" 2766 7975 5520 1505 4087 7083
"4645" 11205 7558 18125 9792 10767 13609
"55930" 4820 9507 7264 2586 7460 7065
"4646" 6676 37071 18608 10127 20076 24373
"4647" 133 198 264 268 117 240
"4648" 18 47 24 18 79 36
"4649" 3811 2982 5773 858 2413 4765
"4650" 6732 6354 11634 5754 7403 13604
"93649" 13 129 96 18 18 36
"4653" 109 9 6 4 6 4
"26509" 19709 30213 45971 15561 21341 50379
"4656" 2 4 23 12 6 0
"8736" 153 260 506 119 76 331
"9172" 45 138 120 57 40 97
"127294" 79 551 345 226 136 372
"9499" 15 9 20 23 23 6
"58529" 181 151 115 86 118 149
"51778" 0 21 3 6 6 2
"91977" 50 140 790 87 110 133
"84665" 15 28 48 9 19 111
"339344" 302 481 931 355 374 794
"25924" 53 907 1462 1548 184 444
"114803" 837 740 1043 585 618 894
"4661" 4 319 15 57 27 16
"7593" 915 854 1758 1406 1158 1016
"9683" 5263 5166 6154 3080 11178 10929
"90634" 917 1465 1743 1009 813 1014
"10443" 4833 4939 6360 3586 4059 4533
"55728" 2538 2251 1151 563 705 1582
"23138" 846 5236 5198 2631 2834 2505
"29104" 454 2483 2177 1003 1357 1481
"221143" 352 483 844 869 686 704
"8260" 1974 2439 5967 3270 2489 5139
"80155" 4760 6390 8518 3546 4340 6307
"79612" 1482 1017 1372 759 997 1502
"51126" 2091 8595 9410 5740 5005 6317
"80018" 2452 3185 2061 1177 1503 2859
"122830" 2501 3372 4098 1739 1790 3669
"60560" 1868 2605 3893 1715 1957 2943
"84316" 1455 1806 2756 1408 1180 2186
"79829" 1783 1240 2021 1307 1881 2191
"80218" 10258 13298 20041 8512 11643 19359
"27163" 4033 3212 4290 968 2611 4350
"10003" 34 109 67 70 26 178
"10004" 281 194 309 158 144 490
"254827" 1388 1303 1926 1062 872 4540
"4664" 6058 4433 5440 1944 2029 4935
"4665" 5604 1955 6535 2696 1719 2591
"342538" 51 11 31 26 2 10
"23148" 907 293 695 206 183 1164
"83955" 258 151 360 186 145 168
"4666" 103603 59287 124883 78280 46272 60039
"112939" 2984 4294 17821 9116 7887 12736
"138151" 332 244 409 115 259 563
"65220" 3431 3992 7781 4311 5828 5227
"55191" 1761 3496 6198 2292 2862 3653
"8883" 2727 3081 3371 2360 1848 3139
"92345" 937 1339 1846 820 636 1291
"4668" 2670 3717 9311 4679 4165 10995
"55577" 2537 5007 5710 3145 6730 6504
"4669" 1420 2541 5107 2128 3641 9049
"51172" 414 881 1116 813 1494 1139
"162417" 148 377 477 287 326 346
"203245" 779 736 1172 867 812 1073
"4671" 2279 5711 3034 1504 1702 3107
"259232" 489 349 766 195 199 2676
"10135" 4873 14384 14780 9036 7843 55230
"79923" 96 96 121 61 71 85
"340719" 735 1161 1066 1265 824 1122
"342977" 18 22 30 10 57 29
"140838" 628 929 1118 504 543 946
"54187" 2589 4489 8037 4740 5486 5151
"4673" 51210 28830 57223 43424 21384 32416
"4674" 272 440 764 187 51 778
"4675" 940 529 603 312 386 1686
"4676" 9545 13106 22133 10882 10620 14979
"266812" 618 543 906 424 138 674
"645996" 73 103 223 61 65 103
"8775" 8086 16771 17364 13540 16088 15474
"63908" 851 1775 1465 911 869 1302
"222236" 1671 2264 3003 1399 1254 2984
"8774" 1764 2873 3641 2025 2387 3876
"9476" 44 25 67 22 43 42
"256236" 141 283 423 655 782 752
"64428" 1358 1713 4087 3243 4298 2855
"26502" 1888 1806 2729 1264 1329 3361
"79731" 1840 925 1724 1909 1347 2118
"4677" 9991 11075 21244 11280 15016 19181
"4678" 6396 4491 14403 9140 4225 6733
"55226" 4658 6977 11117 4558 4176 8790
"57106" 615 1004 3311 1795 817 1381
"9" 194 8481 25223 26185 582 2454
"10" 2 47 62 46 26 26
"24142" 446 565 1151 505 765 619
"51471" 2 20 16 62 6 4
"339983" 147 232 135 36 514 49
"9027" 14 26 23 47 5 10
"26151" 2071 1395 3128 1800 1569 2298
"89796" 3068 11257 22564 2684 2825 18413
"89797" 25273 4955 11893 2078 535 2734
"89795" 744 801 965 342 268 1691
"51594" 6076 7687 12182 3958 6296 8935
"65065" 1332 2100 2277 348 1000 2549
"23218" 5371 6019 9784 2850 5241 3116
"26960" 943 2780 3141 1350 1645 2775
"4681" 5625 8799 32605 27955 14142 82447
"4683" 6581 9122 14843 5467 10069 11566
"100132406" 10775 7915 13807 2845 4565 9515
"25832" 5454 4474 6082 1401 2831 5610
"284565" 2151 2862 2676 815 1066 2711
"55672" 7543 3790 18413 3516 10484 6665
"285622" 3 796 903 5 105 2
"84224" 1954 1111 3357 1375 1379 1280
"148545" 0 1136 1251 3 134 4
"653149" 0 534 670 0 76 1
"343505" 128 62 74 5 25 73
"400818" 4198 4857 6508 1187 2427 4817
"4077" 12336 23046 27408 11344 14979 30323
"10230" 351 520 842 416 1005 1402
"83988" 7966 3899 3910 768 1195 2478
"4684" 246 497 595 59 101 546
"4685" 903 455 4781 230 7518 2518
"1463" 4 9 7 0 0 5
"9918" 6277 5333 12740 5059 5568 8247
"23310" 2234 1913 3477 2205 2583 1739
"54892" 1743 2692 3734 1573 1472 2609
"64151" 766 1145 2223 557 684 937
"29781" 3162 1718 5141 2625 2104 3732
"23397" 490 747 1984 698 432 713
"4686" 3365 5067 7157 2288 4421 5987
"22916" 7489 10683 14356 7147 8390 15913
"342897" 88 364 217 201 1486 99
"23154" 2468 3415 6383 7197 3359 6841
"57552" 599 6262 2017 883 912 3784
"654816" 21 86 69 91 97 162
"654817" 44 135 149 149 237 243
"653361" 48 208 232 216 312 466
"4688" 207 1087 1004 644 1280 1703
"4689" 101 424 381 310 379 650
"4690" 1869 2757 3273 1647 1278 3123
"8440" 6424 4558 6798 4153 3750 6347
"3071" 358 1432 1526 1346 1484 2954
"10787" 14006 26416 33236 9494 16536 36014
"57701" 3121 1847 3077 1538 2396 5583
"344148" 1281 2100 1351 821 588 1897
"51517" 2171 2198 3613 1252 2094 2488
"56926" 3818 3005 7268 5301 4511 9352
"4691" 60821 55532 107131 47061 43980 52500
"8648" 7220 10861 10978 5124 7639 14231
"10499" 3333 6107 7259 1681 7999 6034
"8202" 4753 9968 9667 4224 6763 7981
"8031" 17814 26200 34597 18227 16290 28615
"57727" 4777 5667 8352 4337 3338 6712
"23054" 7370 12994 14235 6668 7799 12319
"135112" 14025 5647 3863 2658 1225 3821
"9611" 10925 11038 15812 5240 13332 14003
"9612" 20253 15961 23446 9502 11410 43608
"9437" 0 1 2 0 7 2
"259197" 0 22 14 23 85 27
"23413" 6962 1680 2908 1062 1259 3957
"23385" 14597 16996 33843 14732 10753 21310
"10403" 359 408 1397 572 406 479
"54820" 1354 2380 7210 1891 3679 3395
"81565" 3745 2619 3351 1571 2050 3365
"80762" 8962 19979 21378 10305 14489 14871
"54602" 2787 2500 3455 1981 2714 4659
"56160" 1130 1715 2202 834 1209 2748
"4692" 2335 1211 1826 990 980 3627
"27158" 1232 2290 4416 2229 3000 3789
"4693" 67 1367 223 30 61 101
"10397" 6002 15667 11159 6321 9536 15576
"57447" 35498 5798 23051 5072 2101 7410
"57446" 3050 6279 6516 3887 5449 6331
"65009" 312 460 373 207 216 680
"3340" 20627 13929 33530 13638 22747 27940
"8509" 1856 3573 3957 1796 2104 4621
"9348" 137 68 57 36 38 62
"64579" 13 15 8 5 2 14
"4705" 6017 9213 14963 7021 6911 5887
"126328" 2714 2167 5773 3873 4729 5638
"55967" 1269 2663 3507 1562 1780 2817
"51079" 4380 8312 15017 8066 8637 8716
"4694" 2298 5368 7848 5178 4607 9126
"4695" 1454 3765 5660 3311 3350 2638
"4696" 836 2427 4259 2723 2118 2386
"56901" 121 1002 1321 330 398 924
"4697" 10857 33144 15888 11184 8195 12953
"4698" 3405 7704 9059 7549 5859 8582
"4700" 1727 2760 5706 2951 2765 4280
"4701" 806 1381 3623 2660 2383 2006
"4702" 1712 3659 5260 2910 2643 4125
"4704" 3378 4535 6273 3980 4274 4929
"4706" 1634 3929 7178 3226 5794 3950
"51103" 419 1404 1818 888 1642 1720
"91942" 665 1399 1602 892 354 1187
"25915" 1618 3499 5315 2178 3926 3918
"29078" 931 689 702 765 502 828
"4716" 2587 4368 8913 4543 7650 6424
"54539" 3997 5174 9801 6403 4620 6667
"4707" 1280 2613 3879 2621 2495 2370
"4708" 2086 4822 6729 4350 3780 6013
"4709" 938 2811 3586 1758 2363 2512
"4710" 3648 8863 9975 7889 15640 8909
"4711" 3403 5796 7092 4224 3741 8314
"4712" 1360 2834 3738 1911 2104 2737
"4713" 2060 1491 4878 3799 3941 4259
"4714" 1411 2294 3715 2493 1997 3133
"4715" 5163 9359 15971 8056 14052 16992
"4717" 1183 3675 4292 2382 2328 3308
"4718" 3702 4769 20948 6429 8579 12723
"4719" 3432 7161 8652 2470 5227 7022
"4720" 5062 11316 23739 9001 8102 10216
"4722" 3008 4969 7587 3904 4371 5163
"4724" 2776 3695 4150 1995 1375 3021
"4725" 7588 3904 9300 7501 4537 6222
"4726" 1740 2893 4521 2461 2348 3884
"374291" 1424 1243 3775 2260 2599 2681
"4728" 2007 4334 6769 2748 5204 4697
"4723" 5977 5585 8422 4235 4955 7248
"4729" 3098 6166 10841 6579 8287 9115
"4731" 1943 2851 5062 2012 2047 3648
"283131" 5306 61118 11960 7784 32907 21069
"10529" 8020 22378 22898 3954 9164 18633
"4703" 314 268 180 225 124 233
"64168" 385 277 309 197 68 235
"54550" 6 36 29 4 20 12
"63941" 689 7286 5147 2896 3377 1688
"25977" 2016 5202 4458 2557 2629 3850
"55707" 3514 4492 7770 4122 4223 5461
"121441" 2315 3338 4000 3039 1460 2822
"23327" 7883 7151 13872 6189 8166 13121
"4734" 1373 3774 4106 988 1938 7778
"4738" 3521 8054 14101 5580 7257 9205
"4739" 12412 5594 8616 4236 7545 10452
"4744" 3421 935 1999 451 225 2032
"4747" 0 163 129 83 52 239
"4741" 13 131 147 57 37 187
"257194" 1672 1167 2477 1104 1016 7523
"79661" 452 556 614 316 364 387
"252969" 1456 2314 5194 1157 828 2850
"55247" 131 201 405 129 104 140
"152110" 229 796 1273 1527 387 231
"79858" 796 1605 3396 1907 2114 1789
"4750" 2173 2344 2886 1125 1630 3271
"4751" 326 1026 4988 1212 887 1235
"4752" 734 740 838 570 344 569
"6787" 1881 3757 3938 1114 1820 2011
"341676" 153 277 458 323 402 514
"10783" 3935 3365 6241 2143 3414 8333
"140609" 2777 6318 7559 2879 2628 9140
"284086" 461 628 747 425 650 582
"91754" 6814 10824 15215 5435 8492 14822
"4745" 2 1042 0 85 0 2
"4753" 85 23097 442 539 13415 256
"29937" 4015 4548 18606 5937 3779 11016
"4756" 14329 9423 21149 5358 7437 12790
"10763" 2569 9136 15026 5522 3084 6284
"10276" 2976 13480 25414 14207 12133 26122
"81832" 0 17 19 2 28 1147
"81831" 3938 1161 834 588 4885 1479
"4758" 2866 11456 9124 4284 6007 10468
"10825" 662 320 883 204 249 647
"129807" 9 0 3 1 5 2
"54492" 1054 4314 7638 1844 2787 2263
"140825" 75 97 81 68 29 65
"93082" 511 183 282 178 23 49
"84461" 2300 1795 3066 1389 2724 2323
"63973" 17 2 31 12 5 5
"91624" 2097 1339 1545 1202 714 2762
"4763" 12616 15494 17602 5587 8322 23257
"4771" 4453 3036 7281 2927 3075 7258
"150372" 192 520 751 339 362 1048
"23114" 141 2150 2637 1098 418 1296
"10725" 20885 8231 8185 3360 3325 7031
"4772" 547 1127 2686 984 1929 3380
"84901" 1912 3173 6752 2573 6126 3261
"4773" 423 578 383 199 436 410
"4775" 3365 3134 4602 2254 1872 4199
"4776" 1521 3766 8104 5768 2069 6081
"4779" 15685 32843 41249 17999 23413 55267
"4780" 7187 12310 17244 5782 6534 12090
"9603" 951 1908 1700 1160 3719 1387
"4778" 6 144 983 118 10 44
"4774" 11686 4278 18249 9363 9427 8288
"4781" 44545 11264 16909 8517 3129 6835
"4782" 3590 2616 13139 3752 4500 10569
"4783" 2883 1769 1848 1149 2093 2123
"4784" 45241 7418 17225 7994 4920 12588
"4790" 5472 6359 9831 3371 3605 9269
"4791" 1683 5747 6096 2874 2813 3345
"4792" 3828 9182 11171 9207 8932 6677
"4793" 625 1050 2124 1227 1143 1852
"84807" 59 97 114 73 73 42
"4794" 528 1423 1214 816 701 1361
"4795" 1394 1564 3413 1756 1477 2074
"64332" 1059 829 847 295 259 598
"4798" 4439 2271 3332 2327 2809 3061
"9054" 1710 2770 3135 1621 2772 2336
"27247" 1167 2397 3437 1523 1629 1965
"4799" 5336 11511 9766 4505 5689 6712
"152518" 1488 1273 2019 921 623 1229
"4800" 4113 6153 11119 4020 3558 5628
"4801" 2931 3702 3409 1731 2832 5040
"4802" 3754 3573 7112 4522 3293 5090
"58157" 2 14 8 4 16 2
"25983" 1723 2462 3919 1966 1971 2342
"25791" 352 164 995 215 92 613
"27018" 4909 7060 14380 4193 832 10149
"4804" 747 2871 4514 1448 635 2958
"4803" 1883 65 44 2 14 34
"55768" 2101 2898 3296 1255 1936 3636
"51335" 4602 13483 15288 18646 7346 13510
"100294720" 11 23 8 5 8 7
"79840" 964 849 1605 973 448 938
"4807" 18 10 20 6 10 5
"4808" 0 14 2 1 12 14
"378884" 398 533 731 688 418 787
"374354" 1034 1428 1372 498 619 1057
"387921" 1940 2301 3009 1940 2739 4620
"283948" 79 76 1320 1210 241 416
"4809" 5798 7110 15263 6958 6942 10630
"55651" 3591 5210 10939 5351 5175 6481
"57224" 3450 917 1887 1567 1404 2001
"340527" 119 424 477 262 301 536
"4810" 727 1700 2079 245 1643 2718
"84276" 1858 1277 1984 775 1764 1404
"4811" 26519 17563 18794 9760 10595 48509
"22795" 772 4405 6261 1035 3338 21831
"60491" 1490 2422 3343 1515 2102 2291
"4814" 4137 8931 23343 8526 11288 18477
"4815" 252 369 734 292 525 1915
"22981" 1826 1356 2692 1435 1765 979
"51199" 4351 7682 7709 3732 4955 8074
"51388" 2238 1695 2197 1657 1194 2019
"123606" 882 2917 2910 898 1895 2806
"81614" 3203 4935 7338 2728 3982 7112
"152519" 703 58 161 57 14 104
"79815" 682 750 881 402 867 1218
"57185" 6942 2707 6816 2020 4603 4183
"348938" 2 202 12 26 30 96
"25836" 10206 12243 15934 6152 8969 12734
"8508" 6068 4845 17710 9238 6702 9504
"25934" 1939 2847 2140 1254 2770 3027
"55335" 401 330 354 179 187 349
"11188" 9310 8096 12879 4648 7049 7012
"4817" 1254 3018 4245 2148 1787 2416
"56954" 1672 3352 5249 3164 3055 4328
"79570" 37 1856 12720 1305 3451 299
"154215" 8 32 42 11 38 35
"286183" 4 8 9 2 2 44
"128414" 4 14 6 2 7 484
"222698" 2 50 78 37 5 68
"79576" 1110 2354 2457 1363 1111 2878
"85407" 106 123 286 220 55 316
"85409" 353 410 1210 569 399 2745
"4818" 18 218 299 776 118 127
"28512" 639 1101 1424 417 752 918
"28511" 3311 3517 5766 2857 3165 6463
"284353" 131 103 207 84 57 73
"55922" 1445 1419 2027 1438 699 1985
"4820" 8542 6800 6683 3124 5206 5893
"54475" 2090 1160 2384 1225 682 1437
"22871" 792 52 50 22 6 36
"57555" 1989 2288 4984 1629 3093 5971
"54413" 145 125 278 164 91 265
"57502" 320 453 1271 89 119 1729
"22829" 10 25 56 13 26 79
"51701" 1191 2664 2228 1500 2541 2366
"57486" 2784 2361 5358 1361 1931 3678
"197358" 233 430 788 517 656 464
"58484" 49 134 144 92 161 164
"84166" 213 1930 1771 1575 1030 2645
"204801" 6 2 14 4 6 11
"91662" 368 437 515 280 365 605
"126204" 0 3 5 0 0 0
"338323" 16 2 6 0 4 4
"22861" 170 1257 867 570 736 802
"55655" 2643 5436 6356 4319 6519 10094
"114548" 174 296 297 193 287 619
"147945" 0 0 17 4 5 43
"126206" 0 195 40 0 32 157
"171389" 8 7 123 18 113 13
"199713" 15 48 62 26 53 119
"126205" 48 93 82 41 68 64
"338321" 15 11 13 9 10 5
"79671" 2084 1173 1727 738 2248 2492
"4829" 3 2 10 2 0 4
"4828" 213 202 293 196 183 266
"51068" 4561 6674 7540 3159 4500 8084
"4830" 2874 3914 9728 3989 4147 6982
"283458" 18 30 41 21 27 44
"4831" 17655 14653 35251 16551 10434 32606
"4832" 783 3248 7339 4000 5655 3528
"4833" 3606 6105 26511 12228 10548 11709
"8382" 350 246 933 951 284 262
"10201" 786 1437 1868 779 1038 1069
"29922" 1514 1947 4011 1464 1426 2387
"9111" 674 2631 2038 1551 1153 2475
"64802" 1045 1012 2491 1175 1476 1676
"23057" 87 1318 257 72 87 139
"349565" 381 916 2603 1277 403 1172
"57407" 2590 2396 4936 3731 6199 4245
"4836" 7743 9880 15927 5886 7609 19514
"9397" 1686 1592 2235 1208 1025 1685
"10316" 50 97 92 45 42 33
"56923" 0 14 2 2 0 4
"10874" 101 8 165 12 6 71
"4826" 36 106 32 136 26 29
"4837" 1196 8158 9871 4821 5111 16754
"23530" 4753 5203 8177 1768 3893 9536
"28987" 7153 2999 5284 3320 1348 3691
"26155" 5736 4574 12217 7881 9035 6379
"64318" 2149 2380 2960 1465 1364 2142
"79050" 1106 1425 1543 915 1504 1641
"10392" 1094 1360 1474 986 536 1433
"64127" 39 337 1254 1787 887 605
"4838" 28 30 33 15 7 34
"9241" 6 34 36 6 8 88
"79954" 2485 3066 4881 2479 2005 3991
"25926" 3599 4909 6897 3135 3522 5474
"79159" 460 520 741 636 530 775
"8996" 675 1120 2340 1390 1419 1312
"8715" 111 11 30 6 6 78
"65083" 4872 10162 8147 4276 5030 8009
"51406" 1927 4069 4378 2041 2485 3033
"55035" 3013 4406 6491 3501 3119 4692
"79707" 932 669 1281 458 522 1016
"9221" 10374 12131 19252 12264 8756 15267
"64434" 1739 1871 2749 1703 1224 2272
"23420" 5496 7429 14085 5739 10333 16263
"283820" 8888 11390 19240 8776 13119 24618
"408050" 8410 10348 17906 8234 12416 24332
"4841" 39623 30567 58194 29256 26376 38771
"55505" 1550 3741 5933 2243 3053 5089
"8602" 4383 4075 7460 3648 3327 5145
"51491" 1006 1073 2040 1331 757 1030
"4839" 3034 2746 4880 3563 2399 3102
"10528" 5745 8766 12989 8662 5392 7253
"51602" 4357 6266 8973 4974 3140 4907
"9722" 626 635 5578 1009 420 640
"4842" 10 0 15 0 1 0
"4843" 55 106 113 49 70 90
"4846" 173 1712 1189 589 541 911
"51070" 2218 2049 4007 2910 2779 2524
"115677" 1856 3887 3953 2388 1772 1719
"4851" 9611 4023 6128 1432 6435 4922
"388677" 5390 4257 6616 2243 2405 5308
"4853" 33195 22335 45021 15540 20767 61293
"4854" 21686 20767 39281 12750 11988 40699
"4855" 750 2981 3466 1201 1413 2517
"147111" 18 24 122 50 33 49
"4857" 30 402 959 222 384 700
"4858" 12 143 211 74 70 123
"4856" 341 1144 1065 823 282 1212
"27035" 21 49 44 27 38 46
"50507" 159 1545 1206 765 1064 4554
"79400" 84 119 224 96 198 140
"10811" 500 529 1329 805 748 558
"124056" 44 17 128 29 101 44
"4861" 16 33 314 119 247 155
"4862" 3490 3366 3416 499 309 5119
"64067" 329 182 530 224 700 712
"266743" 22 5 4 4 2 14
"4863" 2267 2326 2675 1475 1862 2463
"256933" 20 2 24 8 11 25
"29881" 6 187 79 24 164 41
"4864" 3193 3519 7277 2357 3779 5411
"10577" 5580 14704 13822 12309 9044 20446
"56654" 2826 6245 9443 4561 7129 2854
"79716" 1868 1543 2828 1979 2609 2317
"9520" 7673 11638 20527 5536 9978 19414
"10886" 65 95 101 56 73 653
"8620" 92 37 52 33 22 35
"4867" 482 598 1075 590 429 507
"27031" 2368 1639 1473 857 899 1627
"261734" 921 687 1519 737 839 1578
"4868" 109 92 143 76 140 124
"55666" 6467 9588 12546 5006 7485 17302
"80896" 98 888 485 899 703 1131
"4869" 83918 57767 101335 54360 37694 46017
"10361" 364 34 78 42 10 52
"10360" 1880 612 1854 1510 734 1726
"255743" 27379 14521 22578 1148 9136 28737
"4878" 14 0 7 4 9 3
"4880" 75 9 10 19 10 5
"4881" 212 1020 1175 633 336 472
"4882" 1202 1077 1167 613 577 2810
"4883" 790 234 141 89 126 53
"10641" 858 1943 3261 1493 2197 1568
"8131" 2500 3097 9742 4024 5079 5400
"27020" 6347 15228 15627 6037 8834 14967
"4884" 256 158 57 469 31 81
"4885" 1159 100 116 84 153 843
"23467" 1032 1699 3103 1358 7626 835
"283869" 80 2 4 40 436 5
"4886" 2057 32914 2728 1850 3944 354
"4887" 13 1206 82 7 13 5
"4889" 154 53 11 2 80 11
"4888" 5 12 18 8 10 0
"1728" 742 9911 21154 19782 1919 13587
"4835" 1043 1553 3579 1667 1404 2313
"190" 0 2 2 0 2 2
"9572" 774 2361 4097 1467 753 2628
"9975" 4287 5794 9613 2747 1835 7701
"7376" 2810 4642 6516 3784 3813 7742
"10062" 740 1079 2409 1014 856 1277
"9971" 5 4 8 3 3 5
"8856" 35 10 10 10 1 11
"9970" 59 145 171 64 82 107
"7181" 1237 1256 1269 850 1602 1387
"126382" 872 1710 3682 2196 1647 1840
"7182" 5371 3946 6006 1955 3238 5994
"7101" 9 3 3 1 0 3
"10002" 34 58 19 13 33 38
"7025" 1060 1715 1460 2895 555 4964
"7026" 4374 5202 13395 11566 6703 6983
"2063" 1746 7281 10773 6468 5311 6701
"2908" 5537 9737 11351 3816 5527 9506
"4306" 1129 974 1721 335 1352 703
"3164" 9444 10444 3873 7038 2028 2718
"4929" 1953 9326 1265 639 2453 444
"8013" 288 610 197 105 187 224
"2494" 72 565 550 267 222 270
"2649" 56 113 177 15 64 54
"100129354" 21 0 9 2 0 5
"4892" 3 2 5 0 25 11
"441478" 614 1489 1891 382 831 867
"4893" 5323 5376 6464 3267 5225 11953
"29982" 1941 2919 2421 1698 1037 3196
"29959" 7688 12502 16063 6697 8390 20707
"340371" 2810 1615 2717 1648 3926 1968
"4897" 2080 2190 2083 141 9627 2674
"4898" 6833 9426 21165 12994 13276 19434
"4899" 1590 1592 3335 1420 1337 2117
"3084" 453 230 541 107 55 2280
"9542" 1006 45 185 55 21 61
"10718" 319 24 137 29 22 12
"145957" 7 13 14 6 9 6
"4900" 150 156 174 69 129 108
"8204" 3155 11985 42678 6387 11319 11185
"83714" 271 735 817 436 362 396
"56675" 243 857 3225 1468 588 2931
"203447" 56 789 1006 141 2629 2946
"4901" 114 81 150 152 126 152
"11270" 688 1192 2768 964 652 1810
"123904" 9 3 10 9 3 7
"51299" 227 1191 1127 562 376 2067
"8829" 4971 12508 14390 5835 5175 35395
"8828" 9030 5582 5345 1849 2622 21870
"140767" 151 280 759 96 188 368
"80023" 1998 8887 7620 2902 3653 7109
"4902" 265 51 125 81 162 21
"9378" 105 73 148 82 25 73
"9379" 284 470 735 414 379 217
"9369" 365 565 338 34 122 173
"10412" 8087 6635 12171 6583 6798 7843
"64324" 12988 11256 18675 5926 7823 17201
"50814" 1264 2050 4154 2592 2051 6158
"55968" 4276 8477 9058 5077 5760 8348
"4905" 3126 10017 9097 4348 7949 14149
"25936" 1969 2661 5963 2394 1909 3489
"8439" 2821 2595 4126 2108 2807 3700
"197370" 2223 4136 9197 4585 7007 5226
"286053" 1115 2513 2847 1500 2077 2122
"54780" 2051 2173 2478 2386 1669 1876
"54888" 4894 6242 8615 3990 5880 6842
"63899" 499 562 820 262 294 552
"387338" 2021 1820 3667 1944 2319 3433
"155400" 435 278 328 324 413 216
"260294" 972 595 766 604 768 545
"55695" 1152 1464 2927 2088 2092 2149
"221078" 996 1086 2363 852 904 1103
"79730" 821 607 902 452 552 465
"93034" 629 1823 1868 997 1037 1703
"22978" 10751 5008 7119 4904 3174 6563
"30833" 646 1077 2184 1165 1070 1672
"221294" 2688 4325 4310 2825 1737 4410
"64943" 7607 1562 5576 2552 2436 4440
"51559" 2160 1609 1689 914 1047 1816
"4907" 455 2828 1507 749 1338 4766
"56953" 191 274 400 252 343 241
"123803" 860 2417 4333 2050 2455 4357
"4908" 121 41 92 6 6 95
"4909" 363 53 170 50 99 40
"4913" 563 648 1623 1448 2602 633
"50863" 392 2477 1593 710 1222 5500
"9423" 5652 1582 4098 680 4405 420
"4917" 25 4 20 0 17 4
"59277" 5549 15297 17738 9762 7538 17908
"126147" 85 66 68 51 25 74
"22854" 15 179 33 12 22 61
"84628" 589 113 82 83 73 255
"4914" 8 39 106 26 38 251
"4915" 4292 6704 12864 3268 11821 5415
"4916" 6064 554 1361 384 75 454
"4923" 572 4 6 0 9 6
"23620" 2 0 8 0 0 0
"4922" 2 16 2 0 0 0
"9891" 1225 4025 3658 1693 1500 15037
"81788" 385 1272 1462 1399 662 724
"51667" 4242 8473 9946 5030 5859 9360
"4682" 931 1392 2779 1240 2450 2041
"10101" 2150 2141 6871 4155 6693 5259
"80224" 1452 1782 2234 1009 1579 2150
"4924" 23025 20701 39276 19837 17044 49830
"4925" 8035 21976 15484 8907 10472 17017
"64710" 34166 46495 105724 34487 26746 76206
"84955" 1634 2598 3325 1261 2662 2182
"134492" 1133 1259 2145 1286 1220 1385
"23386" 7312 11834 16441 8151 7642 14868
"10726" 5345 5684 15757 6256 11152 8674
"170685" 503 205 231 508 97 809
"55190" 631 202 236 123 80 790
"83594" 1230 3204 4028 1869 1762 3347
"25961" 160 268 260 203 318 173
"256281" 886 943 1381 878 1648 1409
"55270" 1298 1125 2073 1157 2148 1932
"84309" 1220 1868 4065 3171 5757 2540
"152195" 119 572 144 481 1273 462
"131870" 2204 3441 4773 2448 4013 4924
"200035" 215 292 523 239 165 271
"79873" 237 781 1691 933 541 1180
"390916" 1636 1929 3122 2190 1426 3663
"4521" 633 670 1431 1116 623 1086
"11051" 10595 8451 12114 5850 5468 10543
